29.4,29.3
25.3,23.4
22.4,22.5
28.9,28
23.1,23.5
18.6,18.4
20.6,20.8
22.6,23.7
25.5,25.7
23.4,25.5
18.7,18.45
20.1,20.1
25.4,25.6
26.9,26.1
22.6,22.7
24,24.1
29.7,30.1
29.7,31.5
20.5,21.6
23.2,23
21.5,21.4
24.2,22.9
16.4,16.2
31.8,31.9
24.6,25.2
19.7,20.1
22.9,23.2
24.8,25.3
19.5,19.8
27.1,26.6
22.3,23
26.4,26.3
24.7,25.4
21.6,22.4
23.2,24.6
29.9,30.4
17.8,18
23.5,23.6
23.7,24
24.6,24.9
23.1,22.8
28.4,30.6
26.4,27.9
19.8,19.3
18.5,18.5
22.6,22.6
17.1,17.4
27.2,27.6
18.9,19.5
20.7,21.5
